rt,trial_type,trial_index,time_elapsed,responses,key_press,is_stimulus,stimulus,stimulus_block,stimulus_side,time_post_trial,subject,is_fullscreen,trial_began,os,browser,mobile,flash,cookies,screen_size,block,sub_block
2271.6,bRMS,311,870140,,Q,,,,1,400,1,TRUE,0,Windows 10,Chrome 100 (100.0.4896.60),FALSE,no check,TRUE,,63,63
2562.8,bRMS,312,871596,,Q,,,,1,400,1,TRUE,0,Windows 10,Chrome 100 (100.0.4896.60),FALSE,no check,TRUE,,63,63
2291.4,bRMS,313,872923,,Q,,,,1,400,1,TRUE,0,Windows 10,Chrome 100 (100.0.4896.60),FALSE,no check,TRUE,,63,63
1957.6,bRMS,314,874043,,P,,,,1,400,1,TRUE,0,Windows 10,Chrome 100 (100.0.4896.60),FALSE,no check,TRUE,,63,63
1978.7,bRMS,315,875388,,Q,,,,0,400,1,TRUE,0,Windows 10,Chrome 100 (100.0.4896.60),FALSE,no check,TRUE,,63,63
2108.2,bRMS,316,876635,,P,,,,1,400,1,TRUE,0,Windows 10,Chrome 100 (100.0.4896.60),FALSE,no check,TRUE,,63,63
1905.2,bRMS,317,877788,,Q,,,,0,400,1,TRUE,0,Windows 10,Chrome 100 (100.0.4896.60),FALSE,no check,TRUE,,63,63
1868.9,bRMS,318,878987,,Q,,,,1,400,1,TRUE,0,Windows 10,Chrome 100 (100.0.4896.60),FALSE,no check,TRUE,,63,63
1982.8,bRMS,319,880251,,Q,,,,1,400,1,TRUE,0,Windows 10,Chrome 100 (100.0.4896.60),FALSE,no check,TRUE,,63,63
1776.7,bRMS,320,881260,,P,,,,1,400,1,TRUE,0,Windows 10,Chrome 100 (100.0.4896.60),FALSE,no check,TRUE,,63,63
1580.6,bRMS,321,882316,,P,,,,0,400,1,TRUE,0,Windows 10,Chrome 100 (100.0.4896.60),FALSE,no check,TRUE,,63,63
1599.2,bRMS,322,883340,,Q,,,,0,400,1,TRUE,0,Windows 10,Chrome 100 (100.0.4896.60),FALSE,no check,TRUE,,63,63
4447,instructions,323,888193,,,,,,,,,,,,,,,,,,
22395,survey-likert,325,915152,"{""Q0"":0,""Q1"":2,""Q2"":0}",,,,,,,,,,,,,,,,,
11143,survey-likert,326,926296,"{""Q0"":2,""Q1"":1,""Q2"":2}",,,,,,,,,,,,,,,,,
7263,survey-likert,327,933560,"{""Q0"":1,""Q1"":1,""Q2"":1}",,,,,,,,,,,,,,,,,
10231,survey-likert,328,943792,"{""Q0"":2,""Q1"":1,""Q2"":2}",,,,,,,,,,,,,,,,,
7863,survey-likert,329,951656,"{""Q0"":1,""Q1"":0,""Q2"":0}",,,,,,,,,,,,,,,,,
7808,survey-likert,330,959464,"{""Q0"":1,""Q1"":2,""Q2"":2}",,,,,,,,,,,,,,,,,
9871,survey-likert,331,969337,"{""Q0"":2,""Q1"":1,""Q2"":1}",,,,,,,,,,,,,,,,,
6183,survey-likert,332,975521,"{""Q0"":2,""Q1"":1,""Q2"":1}",,,,,,,,,,,,,,,,,
7871,survey-likert,333,983393,"{""Q0"":1,""Q1"":0,""Q2"":1}",,,,,,,,,,,,,,,,,
7575,survey-likert,334,990968,"{""Q0"":3}",,,,,,,,,,,,,,,,,
2574,survey-multi-choice,335,993545,"{""Q0"":""לא""}",,,,,,,,,,,,,,,,,
1151,survey-text,336,994697,"{""Q0"":""""}",,,,,,,,,,,,,,,,,
4391,survey-likert,337,999089,"{""Q0"":4}",,,,,,,,,,,,,,,,,
1638,survey-multi-choice,338,1000728,"{""Q0"":""לא""}",,,,,,,,,,,,,,,,,
671,survey-text,339,1001400,"{""Q0"":""""}",,,,,,,,,,,,,,,,,
7600,survey-likert,340,1009001,"{""Q0"":3}",,,,,,,,,,,,,,,,,
6343,survey-text,341,1015344,"{""Q0"":""0""}",,,,,,,,,,,,,,,,,
5080,survey-text,342,1020424,"{""Q0"":""0""}",,,,,,,,,,,,,,,,,
1807,instructions,343,1022232,,,,,,,,,,,,,,,,,,
